,ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
307014,A-3024645,2,2020-12-31 19:02:00,2020-12-31 20:40:05,34.307289,-117.469257,34.308375,-117.47056,0.106,Incident on I-15 NB near CA-138 Right shoulder closed.,,Barstow Fwy N,R,San Bernardino,San Bernardino,CA,92407,US,US/Pacific,KSBD,2020-12-31 18:59:00,59.0,59.0,29.0,28.73,10.0,WSW,7.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
307038,A-3024670,2,2020-12-31 04:38:00,2020-12-31 05:53:20,28.419495,-80.820461,28.402805,-80.819271,1.155,Incident on I-95 SB near MM 205 Drive with caution.,,I-95 S,R,Cocoa,Brevard,FL,32926,US,US/Eastern,KTIX,2020-12-31 06:47:00,73.0,73.0,73.0,30.09,7.0,SSE,7.0,,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
307309,A-3024944,2,2020-12-31 08:08:00,2020-12-31 11:03:22,27.890864,-80.593696,27.822254,-80.554856,5.301,Incident on I-95 SB near MM 161 Drive with caution.,,I-95 S,R,Grant,Brevard,FL,32949,US,US/Eastern,KMLB,2020-12-31 07:53:00,72.0,72.0,84.0,30.08,10.0,SE,13.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
307331,A-3024966,2,2020-12-31 07:55:00,2020-12-31 10:00:06,34.036842,-118.293732,34.036785,-118.288902,0.277,JEO VERMONT AVE. POSS 2 VEHS INVLD * BLKING UNK LANES * PRTYS OO VEH,,I-10 E,R,Los Angeles,Los Angeles,CA,90007,US,US/Pacific,KCQT,2020-12-31 07:52:00,47.0,47.0,54.0,29.78,10.0,W,3.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
307371,A-3025006,2,2020-12-31 00:45:00,2020-12-31 03:50:42,30.475597,-91.152711,30.478456,-91.152861,0.198,Incident on N 38TH ST near ONTARIO ST Drive with caution.,3698.0, Ontario St,R,Baton Rouge,East Baton Rouge,LA,70805-5839,US,US/Central,KBTR,2020-12-31 00:53:00,63.0,63.0,93.0,29.84,10.0,ESE,10.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
307570,A-3025207,2,2020-12-31 19:23:29,2020-12-31 20:59:31,47.478865,-92.871927,47.474985,-92.843837,1.339,Incident on US-169 NB near COUNTY HIGHWAY 61 Drive with caution.,,County Hwy-5,R,Chisholm,St. Louis,MN,55719,US,US/Central,KHIB,2020-12-31 19:42:00,17.0,9.0,88.0,28.7,4.0,S,6.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
307628,A-3025265,2,2020-12-31 12:11:49,2020-12-31 13:34:33,35.083862,-89.89137,35.081212,-89.89973,0.507,Incident on I-240 WB near MM 18 Left shoulder closed.,,I-240 W,R,Memphis,Shelby,TN,38119,US,US/Central,KOLV,2020-12-31 11:50:00,37.0,28.0,100.0,29.63,8.0,NE,16.0,,Showers in the Vicinity,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
307734,A-3025372,2,2020-12-31 14:18:30,2020-12-31 15:16:00,37.635415,-77.457136,37.635241,-77.459093,0.108,Stationary traffic on VA-73 from I-95 (E Parham Rd) to US-1/Brook Rd (E Parham Rd) due to accident.,816.0, E Parham Rd,R,Richmond,Henrico,VA,23227-1108,US,US/Eastern,KOFP,2020-12-31 13:54:00,57.0,57.0,77.0,29.92,10.0,N,3.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
307743,A-3025381,2,2020-12-31 18:32:00,2020-12-31 21:21:14,34.87581,-118.892317,34.875507,-118.891524,0.05,NB 5 AT FT TEJON 1/4 MILE. SEMI CONT'D NB,4499.0, Lebec Rd,R,Lebec,Kern,CA,93243-9705,US,US/Pacific,KSDB,2020-12-31 18:53:00,38.0,28.0,65.0,25.44,10.0,NNW,21.0,,Fair / Windy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
307804,A-3025444,2,2020-12-31 19:50:09,2020-12-31 21:50:34,32.890201,-80.822027,32.890291,-80.837877,0.92,Incident on SNIDERS HWY near SCUFFLETOWN RD Drive with caution.,101.0, Miracle Rd,L,Ruffin,Colleton,SC,29475-3823,US,US/Eastern,KRBW,2020-12-31 19:55:00,61.0,61.0,100.0,30.05,0.5,E,3.0,,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
307893,A-3025536,2,2020-12-31 13:48:00,2020-12-31 18:33:26,27.418359,-82.575465,27.41836,-82.576182,0.044,Incident on 69TH AVE near 14TH ST Drive with caution.,,69th Ave W,R,Bradenton,Manatee,FL,34207,US,US/Eastern,KSRQ,2020-12-31 13:53:00,83.0,83.0,54.0,29.98,10.0,SE,17.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
307937,A-3025580,2,2020-12-31 12:49:00,2020-12-31 16:08:24,36.214651,-121.749195,36.216988,-121.750153,0.17,Incident on CA-1 NB near HOUSE 4300 Drive with caution.,48994.0, Highway 1,L,Big Sur,Monterey,CA,93920,US,US/Pacific,KMRY,2020-12-31 12:54:00,56.0,56.0,72.0,29.92,10.0,WNW,10.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
307969,A-3025613,2,2020-12-31 02:58:00,2020-12-31 04:59:13,30.193178,-97.779492,30.192936,-97.778851,0.042,Incident on E WILLIAM CANNON DR near S CONGRESS AVE Drive with caution.,,W William Cannon Dr,R,Austin,Travis,TX,78745,US,US/Central,KATT,2020-12-31 02:51:00,43.0,39.0,,29.16,10.0,VAR,6.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
308017,A-3025663,2,2020-12-31 02:03:00,2020-12-31 07:18:20,28.833425,-81.819368,28.834087,-81.819212,0.047,Incident on RYAN DR near CR-44 LEG A Drive with caution.,33221.0, Ryan Dr,L,Leesburg,Lake,FL,34788-3715,US,US/Eastern,KLEE,2020-12-31 01:53:00,68.0,68.0,81.0,30.04,10.0,SSE,8.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
308053,A-3025700,2,2020-12-31 04:36:55,2020-12-31 16:49:00,45.127834,-117.963863,45.180214,-117.983983,3.75,A crash has occurred causing no to minimum delays. Use caution.,,I-84 W,R,Union,Union,OR,97883,US,US/Pacific,KLGD,2020-12-31 04:56:00,31.0,19.0,85.0,27.19,6.0,S,18.0,,Light Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
308137,A-3025786,2,2020-12-31 15:55:00,2020-12-31 18:30:18,36.566955,-120.388932,36.574133,-120.388885,0.496,SB SR33 // FLORAL and NEBRASKA. [Rotation Request Comment] 1039 EPPLER TOW 559-659-3939,,S Derrick Ave,R,Cantua Creek,Fresno,CA,93608,US,US/Pacific,KNLC,2020-12-31 15:56:00,52.0,52.0,66.0,29.88,10.0,N,12.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
308168,A-3025817,2,2020-12-31 00:33:00,2020-12-31 04:48:18,26.627283,-80.173776,26.630066,-80.17381,0.192,Incident on FLORIDA'S TPKE NB near MM 94 Right lane blocked. Expect delays.,,Florida's Tpke N,R,Lake Worth,Palm Beach,FL,33467,US,US/Eastern,KPBI,2020-12-31 00:53:00,74.0,74.0,73.0,30.1,10.0,SE,17.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
308378,A-3026028,2,2020-12-31 11:05:00,2020-12-31 14:25:00,39.039414,-122.764947,39.039443,-122.764021,0.05,WB. [Rotation Request Comment] 1039 ENTERPRISE 707-994-881,7836.0, E Highway 20,L,Glenhaven,Lake,CA,95443,US,US/Pacific,KUKI,2020-12-31 10:56:00,48.0,48.0,80.0,29.62,10.0,NNW,3.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
308506,A-3026158,2,2020-12-31 14:23:26,2020-12-31 16:02:28,34.526827,-82.872165,34.527336,-82.868034,0.238,Incident on SC-243 near MILFORD Road closed. Take alternate route.,845.0, Highway 243,R,Townville,Anderson,SC,29689-3612,US,US/Eastern,KCEU,2020-12-31 14:05:00,52.0,52.0,93.0,29.15,3.0,CALM,0.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
308646,A-3026300,2,2020-12-31 20:29:00,2020-12-31 23:32:35,33.476748,-81.906207,33.476277,-81.905753,0.042,Incident on ATOMIC RD near PSA RD Drive with caution.,1736.0, Atomic Rd,L,Beech Island,Aiken,SC,29842,US,US/Eastern,KAGS,2020-12-31 20:53:00,55.0,55.0,96.0,30.0,0.25,CALM,0.0,,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
308692,A-3026347,2,2020-12-31 00:57:45,2020-12-31 02:51:34,33.673472,-117.655356,33.67466,-117.656737,0.114,Incident on PORTOLA PKWY near PAULING Expect delays.,,Pauling,R,Foothill Ranch,Orange,CA,92610,US,US/Pacific,KSNA,2020-12-31 00:53:00,49.0,49.0,66.0,30.03,10.0,CALM,0.0,,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
308720,A-3026376,2,2020-12-31 14:11:30,2020-12-31 17:50:27,43.594907,-116.3938,43.593459,-116.393807,0.1,Stationary traffic on ID-69 from S Main St (S Meridian Rd) to I-84 (S Meridian Rd) due to accident.,,S Meridian Rd,R,Meridian,Ada,ID,83642,US,US/Mountain,KMAN,2020-12-31 14:15:00,37.0,32.0,100.0,27.5,10.0,ESE,7.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
309236,A-3026898,2,2020-12-31 21:09:30,2020-12-31 23:30:00,39.959695,-75.180833,39.970874,-75.193052,1.008,Slow traffic on Schuylkill Expy W - US-30 W - I-76 W from Walnut St (I-76) to US-30/US-13/Girard Ave/Exit 342 (I-76) due to accident.,,I-76 W,R,Philadelphia,Philadelphia,PA,19104,US,US/Eastern,KPHL,2020-12-31 20:54:00,40.0,33.0,60.0,30.36,10.0,N,12.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
309294,A-3026956,2,2020-12-31 17:22:18,2020-12-31 19:31:08,32.714828,-96.922405,32.726948,-96.918385,0.869,Slow traffic on TX-408 N from TX-303/Kiest Blvd (State Spur 408/TX-408) to TX-12 Loop (State Spur 408/TX-408) due to accident.,,Spur 408 N,R,Dallas,Dallas,TX,75211,US,US/Central,KRBD,2020-12-31 17:00:00,40.0,30.0,89.0,28.9,4.0,N,21.0,0.03,Heavy Rain / Windy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
309507,A-3027171,2,2020-12-31 14:07:30,2020-12-31 23:26:46,25.626078,-80.418627,25.625576,-80.414583,0.254,Slow traffic from SW 139th Ave to SW 154th St due to accident.,15200.0, SW 139th Ave,R,Miami,Miami-Dade,FL,33177,US,US/Eastern,KTMB,2020-12-31 14:07:00,,,,30.06,10.0,SE,12.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
309615,A-3027281,2,2020-12-31 17:23:00,2020-12-31 22:38:29,28.5668,-81.294326,28.566927,-81.294317,0.009,Incident on N FORSYTH RD near E COLONIAL DR Drive with caution.,1551.0, N Forsyth Rd,R,Orlando,Orange,FL,32807,US,US/Eastern,KORL,2020-12-31 16:53:00,79.0,79.0,66.0,29.96,10.0,ESE,14.0,,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
309653,A-3027320,2,2020-12-31 01:54:28,2020-12-31 03:32:19,34.017157,-81.152804,34.020196,-81.154056,0.222,Incident on CORLEY MILL RD near MOUNTAIN LAUREL CT Expect delays.,168.0, Corley Mill Rd,R,Lexington,Lexington,SC,29072-9483,US,US/Eastern,KCAE,2020-12-31 01:56:00,44.0,44.0,93.0,29.93,9.0,NNW,3.0,0.05,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
309671,A-3027338,2,2020-12-31 20:54:00,2020-12-31 22:11:38,34.005421,-118.413273,34.001061,-118.409863,0.359,Incident on I-405 SB near SAWTELLE BLVD Right shoulder closed.,,I-405 S,R,Culver City,Los Angeles,CA,90230,US,US/Pacific,KSMO,2020-12-31 20:51:00,59.0,59.0,32.0,29.77,10.0,NNW,8.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
309687,A-3027354,2,2020-12-31 00:53:16,2020-12-31 03:12:55,32.177864,-110.994816,32.177867,-110.99475,0.004,Incident on W AJO WAY near S PHOEBE AVE Expect delays.,1402.0, W Ajo Way,R,Tucson,Pima,AZ,85713-5739,US,US/Mountain,KTUS,2020-12-31 00:58:00,37.0,33.0,44.0,27.25,10.0,SW,5.0,,Fair,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
309767,A-3027435,2,2020-12-31 18:26:02,2020-12-31 20:23:38,45.1907,-93.545115,45.195608,-93.551587,0.463,Incident on I-94 WB near MN-101 Drive with caution.,,I-94 W,R,Rogers,Hennepin,MN,55374,US,US/Central,KMIC,2020-12-31 18:53:00,20.0,9.0,81.0,29.25,10.0,SSE,10.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
310045,A-3027715,2,2020-12-31 07:34:00,2020-12-31 11:41:15,40.181657,-122.173705,40.184206,-122.176471,0.229,Incident on CA-99 near HOGSBACK RD Expect delays.,,State Highway 99E,R,Red Bluff,Tehama,CA,96080,US,US/Pacific,KRBL,2020-12-31 07:54:00,37.0,32.0,86.0,29.86,5.0,WNW,6.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
310128,A-3027798,2,2020-12-31 22:38:00,2020-12-31 23:58:21,37.554391,-77.446264,37.551201,-77.440274,0.395,Incident on I-95 SB near MM 76 Expect delays.,,I-64 E,R,Richmond,Richmond City,VA,23220,US,US/Eastern,KRIC,2020-12-31 22:54:00,45.0,41.0,71.0,30.17,10.0,NE,8.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
310470,A-3028144,2,2020-12-31 04:35:00,2020-12-31 09:05:45,34.28495,-118.404046,34.28949,-118.408846,0.417,PAXTON ONR TO WB 210. B98-064 BLKG #2,,Foothill Fwy W,R,Sylmar,Los Angeles,CA,91342,US,US/Pacific,KWHP,2020-12-31 08:00:00,45.0,45.0,37.0,28.93,10.0,CALM,0.0,,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
310497,A-3028171,2,2020-12-31 00:37:09,2020-12-31 03:39:32,25.686813,-80.314281,25.686055,-80.314066,0.054,Incident on SW 73RD CT near HOUSE 9055 Drive with caution.,9000.0, SW 73rd Ct,R,Miami,Miami-Dade,FL,33156-2962,US,US/Eastern,KTMB,2020-12-31 00:29:00,,,,30.08,10.0,ESE,16.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
310630,A-3028305,2,2020-12-31 12:52:30,2020-12-31 14:20:30,33.928033,-118.29707,33.928495,-118.28969,0.424,Slow traffic on I-105 E - Glenn Anderson Fwy E from Crenshaw Blvd (I-105) to Vermont Ave (I-105) due to accident.,,Glenn Anderson Fwy E,R,Los Angeles,Los Angeles,CA,90044,US,US/Pacific,KHHR,2020-12-31 12:53:00,68.0,68.0,26.0,29.85,10.0,VAR,7.0,,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
310665,A-3028340,2,2020-12-31 20:50:00,2020-12-31 23:12:12,37.600832,-122.06231,37.60431,-122.064781,0.276,NB JSO WHIPPLE. A25-073T BLKG #2 LN,,I-880 N,R,Union City,Alameda,CA,94587,US,US/Pacific,KHWD,2020-12-31 20:54:00,49.0,49.0,77.0,30.08,10.0,ESE,3.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
311011,A-3028691,2,2020-12-31 11:15:00,2020-12-31 19:07:29,40.852113,-76.815923,40.849723,-76.818813,0.224,Crash on US 11 southbound at Exit: PA 61 SOUTH - SELINSGROVE. There is a ramp restriction.,,N Susquehanna Trl,R,Shamokin Dam,Snyder,PA,17876,US,US/Eastern,KSEG,2020-12-31 10:53:00,39.0,33.0,67.0,29.71,10.0,WNW,9.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
311024,A-3028704,2,2020-12-31 21:04:40,2020-12-31 23:04:32,29.952145,-90.067744,29.952073,-90.067625,0.009,Incident on CANAL ST near HOUSE 500 Drive with caution.,510.0, Canal St,L,New Orleans,Orleans,LA,70130-2306,US,US/Pacific,KAUD,2020-12-31 20:55:00,71.0,71.0,100.0,29.8,5.0,S,17.0,,Cloudy,False,False,True,False,False,False,True,False,False,False,False,False,False,Night,Night,Night,Night
311045,A-3028725,2,2020-12-31 04:59:00,2020-12-31 06:18:08,28.756681,-81.269334,28.757521,-81.268144,0.093,Incident on CR-427 NB near FL-417 NB Right lane blocked. Expect delays.,,County Road 427,R,Sanford,Seminole,FL,32773,US,US/Eastern,KSFB,2020-12-31 04:53:00,63.0,63.0,87.0,30.04,10.0,ESE,6.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
311069,A-3028749,2,2020-12-31 03:12:00,2020-12-31 06:36:49,43.165636,-77.579183,43.16587,-77.578771,0.026,Incident on PARSELLS AVE near WEBSTER AVE Expect delays.,164.0, Webster Ave,R,Rochester,Monroe,NY,14609-5155,US,US/Eastern,KROC,2020-12-31 02:54:00,35.0,27.0,89.0,29.31,10.0,WSW,10.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Night
311106,A-3028788,2,2020-12-31 03:01:00,2020-12-31 05:03:08,28.487366,-81.438506,28.496816,-81.429916,0.836,Incident on I-4 EB near EXIT 75B Expect long delays.,,I-4 E,R,Orlando,Orange,FL,32839,US,US/Eastern,KORL,2020-12-31 02:53:00,70.0,70.0,76.0,29.99,10.0,SE,10.0,,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
311196,A-3028879,2,2020-12-31 02:12:48,2020-12-31 05:12:55,40.926854,-73.857469,40.931518,-73.856628,0.325,Incident on I-87 NB near 2 18 Drive with caution.,,I-87 N,R,Yonkers,Westchester,NY,10704,US,US/Eastern,KLGA,2020-12-31 01:51:00,46.0,42.0,58.0,30.0,10.0,SSW,8.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
311376,A-3029060,2,2020-12-31 02:42:39,2020-12-31 03:42:39,43.580585,-121.577163,43.597075,-121.563743,1.323,A crash has occurred causing no to minimum delays. Use caution.,149650.0, Highway 97 N,L,Gilchrist,Klamath,OR,97737-3217,US,US/Pacific,KBDN,2020-12-31 02:35:00,37.0,30.0,81.0,26.44,10.0,SSW,10.0,,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
311452,A-3029138,2,2020-12-31 02:04:00,2020-12-31 04:32:28,39.552772,-76.395712,39.553444,-76.396275,0.055,Incident on GRAFTON SHOP RD near BEAR HOLLOW CT Expect delays.,,Grafton Shop Rd,R,Forest Hill,Harford,MD,21050,US,US/Eastern,KAPG,2020-12-31 01:58:00,46.0,40.0,85.0,30.0,9.0,SSW,13.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
311568,A-3029257,2,2020-12-31 20:44:00,2020-12-31 22:55:29,34.222916,-119.146803,34.222246,-119.136633,0.583,***WITNESS ONLY ****,,US-101 S,R,Oxnard,Ventura,CA,93036,US,US/Pacific,KOXR,2020-12-31 20:51:00,50.0,50.0,61.0,29.95,10.0,NNE,5.0,,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
311574,A-3029263,2,2020-12-31 16:43:00,2020-12-31 19:38:27,28.174925,-82.462831,28.174855,-82.459749,0.188,Incident on NORTHWOOD DR near WESTWOOD DR Drive with caution.,,Northwood Dr,R,Lutz,Pasco,FL,33549,US,US/Eastern,KVDF,2020-12-31 16:35:00,81.0,81.0,54.0,30.02,10.0,SSE,5.0,,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
311749,A-3029443,2,2020-12-31 05:12:00,2020-12-31 06:29:03,38.703364,-121.031366,38.698424,-121.022316,0.596,Incident on GREEN VALLEY RD near DEER VALLEY RD Drive with caution.,2222.0, Deer Valley Rd,L,Rescue,El Dorado,CA,95672-9526,US,US/Pacific,KPVF,2020-12-31 05:15:00,39.0,36.0,93.0,27.44,10.0,NE,5.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
311752,A-3029446,2,2020-12-31 17:04:52,2020-12-31 18:49:52,43.031708,-124.099703,43.030969,-124.097262,0.133,A crash has occurred causing no to minimum delays. Use caution.,95899.0, Guerin Ln,R,Myrtle Point,Coos,OR,97458-7813,US,US/Pacific,KOTH,2020-12-31 16:56:00,50.0,50.0,96.0,30.21,10.0,SE,3.0,,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
311763,A-3029457,2,2020-12-31 17:24:55,2020-12-31 18:42:49,29.484761,-98.402963,29.495391,-98.400723,0.747,Incident on I-410 EB near AUSTIN HWY Drive with caution.,,Connally Loop,R,San Antonio,Bexar,TX,78218,US,US/Central,KSAT,2020-12-31 17:51:00,39.0,31.0,82.0,28.9,10.0,WNW,14.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
311852,A-3029547,2,2020-12-31 22:19:00,2020-12-31 23:58:30,38.587342,-121.503714,38.581722,-121.504114,0.389,Slow traffic on CA-99 S - CA-16 E - I-5 S from Richards Blvd (I-5) to J St (I-5) due to accident.,,CA-16 E,R,Sacramento,Sacramento,CA,95814,US,US/Pacific,KSAC,2020-12-31 21:53:00,50.0,50.0,63.0,30.08,10.0,NNW,8.0,,Fair,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
311886,A-3029582,2,2020-12-31 01:47:00,2020-12-31 03:18:39,43.139737,-75.414437,43.127617,-75.408617,0.887,Incident on RT-233 near HOUSE 5543 Expect long delays.,5736.0, State Route 233,L,Rome,Oneida,NY,13440-1022,US,US/Eastern,KRME,2020-12-31 01:45:00,38.0,38.0,70.0,29.3,10.0,W,3.0,,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
311941,A-3029638,2,2020-12-31 00:22:05,2020-12-31 01:43:22,38.873459,-77.041958,38.878189,-77.037328,0.411,Incident on I-395 NB near I-395 Drive with caution.,,Arland D Williams Jr Memorial Bridge,R,Washington,District of Columbia,DC,20024,US,US/Eastern,KDCA,2020-12-31 00:52:00,46.0,39.0,79.0,30.04,10.0,S,18.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
311969,A-3029668,2,2020-12-31 01:21:00,2020-12-31 03:51:00,37.559929,-77.45361,37.54018,-77.426928,2.0,Slow traffic on I-64 E - I-95 S from Hermitage Rd/Exit 78 (I-64/I-95) to VA-33/Broad St/Exit 74 (I-95) due to accident.,,I-64 E,R,Richmond,Richmond City,VA,23220,US,US/Eastern,KRIC,2020-12-31 01:18:00,42.0,37.0,96.0,29.95,10.0,S,9.0,,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
